annual_inc,open_acc,purpose,home_ownership,inq_last_6mths
92400,6,credit_card,RENT,0
45000,9,debt_consolidation,OWN,0
20987,10,credit_card,OWN,2
86000,16,credit_card,MORTGAGE,1
126000,15,debt_consolidation,MORTGAGE,0
32000,5,credit_card,RENT,1
1e+05,14,debt_consolidation,RENT,0
45000,5,home_improvement,MORTGAGE,0
90000,12,debt_consolidation,MORTGAGE,5
11000,6,small_business,OWN,0
105600,13,home_improvement,MORTGAGE,1
78000,11,debt_consolidation,RENT,0
98000,9,credit_card,MORTGAGE,0
70000,6,debt_consolidation,MORTGAGE,2
37800,11,debt_consolidation,OWN,0
56000,10,credit_card,OWN,1
115000,12,major_purchase,RENT,0
78000,5,debt_consolidation,RENT,0
74000,18,debt_consolidation,OWN,0
162000,12,debt_consolidation,RENT,0
55000,8,debt_consolidation,RENT,1
40000,15,debt_consolidation,RENT,0
70000,10,small_business,MORTGAGE,2
56000,11,credit_card,MORTGAGE,4
32500,22,debt_consolidation,OWN,1
42000,10,debt_consolidation,OWN,0
50000,26,debt_consolidation,MORTGAGE,3
65000,9,debt_consolidation,MORTGAGE,0
70000,10,debt_consolidation,MORTGAGE,1
120000,9,debt_consolidation,MORTGAGE,2
43000,4,debt_consolidation,MORTGAGE,0
70800,18,debt_consolidation,MORTGAGE,1
60000,16,debt_consolidation,MORTGAGE,5
55000,28,debt_consolidation,MORTGAGE,0
92000,10,debt_consolidation,RENT,0
106000,17,credit_card,MORTGAGE,1
32000,5,credit_card,RENT,1
68000,8,credit_card,MORTGAGE,1
63000,13,credit_card,RENT,0
58368,9,credit_card,RENT,0
70000,13,debt_consolidation,RENT,5
45000,7,debt_consolidation,MORTGAGE,0
75000,11,debt_consolidation,MORTGAGE,2
16824,6,debt_consolidation,MORTGAGE,1
1e+05,11,home_improvement,RENT,0
265000,16,house,MORTGAGE,1
96000,8,credit_card,MORTGAGE,0
70000,16,debt_consolidation,MORTGAGE,0
66000,6,debt_consolidation,RENT,0
52500,9,debt_consolidation,RENT,2
111000,26,debt_consolidation,RENT,2
67000,5,debt_consolidation,OWN,0
61000,14,debt_consolidation,RENT,1
150000,9,credit_card,MORTGAGE,0
70000,26,debt_consolidation,RENT,1
114000,10,debt_consolidation,MORTGAGE,0
64000,10,credit_card,RENT,0
50000,7,other,MORTGAGE,0
54000,7,credit_card,MORTGAGE,0
78000,15,debt_consolidation,MORTGAGE,1
39200,10,debt_consolidation,MORTGAGE,0
75000,9,debt_consolidation,MORTGAGE,0
1e+05,10,debt_consolidation,MORTGAGE,1
55000,9,debt_consolidation,MORTGAGE,0
83000,33,debt_consolidation,RENT,1
75072,5,vacation,MORTGAGE,1
33280,8,credit_card,OWN,0
375000,13,other,MORTGAGE,1
85000,14,debt_consolidation,MORTGAGE,1
42000,8,medical,MORTGAGE,0
85000,21,debt_consolidation,MORTGAGE,3
75000,17,debt_consolidation,MORTGAGE,0
55000,12,debt_consolidation,RENT,0
75000,6,home_improvement,MORTGAGE,1
62000,8,credit_card,MORTGAGE,0
24000,10,debt_consolidation,RENT,0
98500,18,home_improvement,MORTGAGE,0
42000,5,debt_consolidation,MORTGAGE,1
53124,8,major_purchase,MORTGAGE,2
66000,13,credit_card,RENT,0
68953,5,debt_consolidation,MORTGAGE,0
10000,14,car,RENT,1
30000,13,debt_consolidation,OWN,0
50000,18,credit_card,RENT,0
109000,20,credit_card,RENT,1
90000,8,debt_consolidation,MORTGAGE,0
42000,9,major_purchase,RENT,0
24000,10,debt_consolidation,OWN,1
37000,3,credit_card,RENT,0
38700,7,debt_consolidation,MORTGAGE,0
105000,9,home_improvement,MORTGAGE,0
95000,12,debt_consolidation,MORTGAGE,0
42000,9,credit_card,MORTGAGE,0
94481,13,home_improvement,MORTGAGE,0
52000,7,other,RENT,0
120000,13,credit_card,RENT,1
105000,14,credit_card,MORTGAGE,0
46657,5,home_improvement,MORTGAGE,0
72000,16,credit_card,OWN,4
89000,14,debt_consolidation,MORTGAGE,4
58000,12,debt_consolidation,MORTGAGE,6
75000,18,debt_consolidation,MORTGAGE,0
120000,10,debt_consolidation,MORTGAGE,1
56000,14,debt_consolidation,MORTGAGE,2
98000,15,credit_card,MORTGAGE,2
70000,8,home_improvement,MORTGAGE,1
1e+05,11,debt_consolidation,RENT,0
140000,19,credit_card,MORTGAGE,0
52000,5,credit_card,RENT,0
12000,9,debt_consolidation,RENT,1
250000,26,debt_consolidation,MORTGAGE,3
46400,7,debt_consolidation,RENT,0
35000,12,home_improvement,RENT,0
150000,11,debt_consolidation,MORTGAGE,0
63000,23,debt_consolidation,MORTGAGE,1
49000,9,debt_consolidation,MORTGAGE,0
50000,12,debt_consolidation,RENT,0
76000,8,debt_consolidation,MORTGAGE,2
57000,14,debt_consolidation,MORTGAGE,0
90500,15,home_improvement,MORTGAGE,0
100400,13,debt_consolidation,MORTGAGE,0
35000,7,credit_card,MORTGAGE,0
108000,32,debt_consolidation,MORTGAGE,0
120000,10,credit_card,MORTGAGE,1
160000,10,debt_consolidation,MORTGAGE,0
80000,23,home_improvement,MORTGAGE,1
107000,3,debt_consolidation,RENT,0
176000,19,debt_consolidation,MORTGAGE,1
98644,11,debt_consolidation,RENT,0
72000,8,car,MORTGAGE,2
23000,9,credit_card,RENT,0
40000,6,debt_consolidation,RENT,0
19500,12,credit_card,OWN,1
2e+05,21,debt_consolidation,MORTGAGE,2
95000,2,home_improvement,MORTGAGE,0
75500,13,home_improvement,RENT,0
26000,10,home_improvement,MORTGAGE,1
42000,8,debt_consolidation,RENT,0
85000,16,debt_consolidation,MORTGAGE,0
101000,9,other,MORTGAGE,0
135000,26,debt_consolidation,MORTGAGE,1
125000,7,credit_card,RENT,0
48000,10,credit_card,MORTGAGE,1
91000,20,debt_consolidation,MORTGAGE,0
37000,12,debt_consolidation,RENT,0
105000,11,credit_card,MORTGAGE,0
78000,12,debt_consolidation,MORTGAGE,2
66500,5,debt_consolidation,RENT,0
57982,14,debt_consolidation,OWN,3
69000,19,credit_card,MORTGAGE,1
45000,16,debt_consolidation,MORTGAGE,1
29000,6,debt_consolidation,RENT,0
109000,7,credit_card,RENT,2
52000,5,credit_card,RENT,2
51000,7,debt_consolidation,RENT,1
90000,29,debt_consolidation,OWN,0
14000,12,debt_consolidation,RENT,1
54000,5,debt_consolidation,RENT,0
60000,10,debt_consolidation,RENT,0
144000,11,credit_card,MORTGAGE,0
44000,20,debt_consolidation,RENT,1
126000,14,credit_card,RENT,1
67000,11,credit_card,MORTGAGE,0
40000,13,credit_card,MORTGAGE,1
25740,11,credit_card,RENT,0
315000,11,credit_card,MORTGAGE,0
35000,4,credit_card,RENT,0
65000,8,debt_consolidation,MORTGAGE,0
72000,12,other,MORTGAGE,3
87576,19,credit_card,RENT,1
113000,7,home_improvement,MORTGAGE,5
112000,9,credit_card,MORTGAGE,0
15995,5,credit_card,RENT,1
62000,19,debt_consolidation,RENT,0
45000,7,debt_consolidation,MORTGAGE,0
84000,7,debt_consolidation,OWN,0
15000,5,credit_card,OWN,0
110000,13,home_improvement,MORTGAGE,1
70000,3,debt_consolidation,RENT,1
48000,13,credit_card,RENT,0
135000,10,credit_card,MORTGAGE,1
61000,9,moving,RENT,0
40000,12,home_improvement,RENT,1
122000,18,debt_consolidation,MORTGAGE,2
61000,5,debt_consolidation,OWN,1
70000,13,debt_consolidation,MORTGAGE,1
1e+05,26,home_improvement,MORTGAGE,3
78000,4,home_improvement,MORTGAGE,3
36000,8,small_business,MORTGAGE,0
75000,13,home_improvement,MORTGAGE,2
70000,8,credit_card,RENT,4
375000,14,debt_consolidation,MORTGAGE,1
1e+05,9,other,MORTGAGE,0
51000,13,credit_card,MORTGAGE,1
1e+05,9,debt_consolidation,RENT,0
38000,19,home_improvement,OWN,0
31360,4,debt_consolidation,RENT,0
65000,7,debt_consolidation,OWN,1
39763,11,credit_card,RENT,0
47000,6,credit_card,MORTGAGE,4
90000,16,debt_consolidation,MORTGAGE,0
40000,8,debt_consolidation,MORTGAGE,1
12000,4,debt_consolidation,RENT,1
525000,12,debt_consolidation,MORTGAGE,3
90000,13,debt_consolidation,MORTGAGE,0
55000,9,other,MORTGAGE,1
60000,4,debt_consolidation,RENT,0
95000,9,debt_consolidation,MORTGAGE,0
96000,25,debt_consolidation,MORTGAGE,0
249000,18,debt_consolidation,RENT,2
120000,11,credit_card,MORTGAGE,1
79000,10,debt_consolidation,OWN,3
65000,18,credit_card,RENT,1
55000,13,debt_consolidation,MORTGAGE,1
36000,9,other,RENT,3
18000,4,other,OWN,0
98000,12,credit_card,MORTGAGE,3
52000,16,credit_card,MORTGAGE,1
27500,10,other,RENT,0
40500,9,debt_consolidation,MORTGAGE,0
40000,6,debt_consolidation,OWN,0
60000,11,credit_card,OWN,2
28800,2,car,RENT,1
42000,11,debt_consolidation,MORTGAGE,0
119000,8,debt_consolidation,RENT,0
24000,13,debt_consolidation,OWN,1
95000,10,other,RENT,1
77000,13,debt_consolidation,MORTGAGE,1
48500,16,home_improvement,MORTGAGE,2
60000,13,debt_consolidation,MORTGAGE,0
58500,10,debt_consolidation,MORTGAGE,5
105000,9,home_improvement,MORTGAGE,0
66000,14,major_purchase,RENT,0
80000,9,debt_consolidation,MORTGAGE,0
16400,8,debt_consolidation,OWN,2
110000,5,credit_card,RENT,1
60000,8,credit_card,OWN,0
120000,9,debt_consolidation,RENT,0
75000,12,debt_consolidation,MORTGAGE,1
70000,7,debt_consolidation,MORTGAGE,0
40000,4,debt_consolidation,RENT,0
85000,12,credit_card,RENT,0
95000,20,debt_consolidation,MORTGAGE,0
66000,14,debt_consolidation,OWN,0
104000,18,debt_consolidation,MORTGAGE,0
71000,17,credit_card,MORTGAGE,0
50000,13,debt_consolidation,MORTGAGE,1
36584,5,debt_consolidation,RENT,1
55000,14,debt_consolidation,MORTGAGE,1
70000,4,credit_card,RENT,0
39468,11,debt_consolidation,MORTGAGE,1
74000,24,debt_consolidation,RENT,1
80000,11,home_improvement,MORTGAGE,0
45000,6,credit_card,RENT,0
36000,10,credit_card,MORTGAGE,1
121000,12,debt_consolidation,MORTGAGE,1
110000,9,debt_consolidation,OWN,0
80000,12,credit_card,MORTGAGE,0
56000,14,debt_consolidation,MORTGAGE,0
48000,12,other,MORTGAGE,2
107000,17,credit_card,MORTGAGE,1
56000,20,other,MORTGAGE,2
102000,15,debt_consolidation,MORTGAGE,0
30000,15,debt_consolidation,MORTGAGE,1
1e+05,12,debt_consolidation,MORTGAGE,0
65000,14,credit_card,MORTGAGE,1
107000,19,debt_consolidation,MORTGAGE,0
50000,5,debt_consolidation,RENT,1
45000,6,debt_consolidation,RENT,0
51500,13,credit_card,RENT,0
29000,9,debt_consolidation,RENT,0
55000,13,debt_consolidation,MORTGAGE,2
70000,7,debt_consolidation,RENT,1
53000,9,car,OWN,1
30814,11,home_improvement,RENT,0
141996,13,other,MORTGAGE,1
60000,14,debt_consolidation,MORTGAGE,2
60000,12,credit_card,MORTGAGE,0
55000,6,debt_consolidation,MORTGAGE,0
43000,15,medical,MORTGAGE,3
93000,10,other,MORTGAGE,3
120000,14,moving,MORTGAGE,2
38000,5,credit_card,RENT,0
37000,5,debt_consolidation,RENT,0
76800,13,credit_card,MORTGAGE,0
80000,11,debt_consolidation,MORTGAGE,0
50004,6,major_purchase,RENT,0
24000,16,debt_consolidation,MORTGAGE,0
39520,9,home_improvement,MORTGAGE,0
15996,9,other,RENT,1
73000,17,debt_consolidation,RENT,0
53000,11,credit_card,MORTGAGE,0
184000,12,moving,MORTGAGE,0
1e+05,4,small_business,RENT,1
70000,10,credit_card,MORTGAGE,0
55000,13,debt_consolidation,RENT,0
50000,10,home_improvement,MORTGAGE,2
51500,10,debt_consolidation,RENT,0
84500,13,debt_consolidation,RENT,0
40000,3,debt_consolidation,RENT,0
85000,7,credit_card,RENT,1
82000,19,other,MORTGAGE,4
50000,7,home_improvement,MORTGAGE,1
85000,12,debt_consolidation,MORTGAGE,1
70000,29,debt_consolidation,RENT,2
52000,15,credit_card,RENT,0
118000,16,debt_consolidation,MORTGAGE,3
64000,8,debt_consolidation,MORTGAGE,1
76000,10,other,RENT,1
43000,10,debt_consolidation,MORTGAGE,0
150000,13,other,MORTGAGE,2
82000,8,debt_consolidation,RENT,1
54000,10,debt_consolidation,RENT,1
40000,12,vacation,RENT,3
69000,4,medical,RENT,0
35000,9,credit_card,OWN,1
70000,15,debt_consolidation,MORTGAGE,1
81760,11,debt_consolidation,MORTGAGE,0
40000,13,debt_consolidation,RENT,1
60000,11,debt_consolidation,RENT,1
50000,13,debt_consolidation,MORTGAGE,0
43000,6,debt_consolidation,MORTGAGE,0
79000,18,debt_consolidation,MORTGAGE,1
68000,9,debt_consolidation,RENT,1
65000,11,credit_card,RENT,1
75000,9,car,RENT,0
52000,20,debt_consolidation,MORTGAGE,0
160000,10,credit_card,MORTGAGE,0
30000,7,debt_consolidation,RENT,0
40000,10,debt_consolidation,OWN,0
150000,9,credit_card,MORTGAGE,1
31000,11,credit_card,RENT,2
65000,8,debt_consolidation,MORTGAGE,2
133000,7,credit_card,MORTGAGE,1
58000,17,debt_consolidation,MORTGAGE,1
130000,9,debt_consolidation,MORTGAGE,0
110000,13,debt_consolidation,RENT,0
70200,15,debt_consolidation,RENT,0
47000,11,debt_consolidation,RENT,0
37600,7,debt_consolidation,OWN,0
85000,18,debt_consolidation,MORTGAGE,1
170000,8,debt_consolidation,MORTGAGE,0
34000,19,credit_card,OWN,1
49583,6,debt_consolidation,OWN,0
80800,12,debt_consolidation,MORTGAGE,1
42000,13,debt_consolidation,MORTGAGE,0
60000,10,debt_consolidation,MORTGAGE,1
75938,10,debt_consolidation,MORTGAGE,1
70000,7,debt_consolidation,RENT,0
35000,4,debt_consolidation,RENT,0
91872,12,credit_card,MORTGAGE,1
28269.41,7,debt_consolidation,RENT,1
80000,21,debt_consolidation,RENT,3
60000,18,debt_consolidation,MORTGAGE,4
64000,10,debt_consolidation,MORTGAGE,1
1e+05,16,credit_card,OWN,0
65000,19,debt_consolidation,MORTGAGE,0
28000,7,debt_consolidation,MORTGAGE,0
72000,16,credit_card,OWN,1
95000,15,debt_consolidation,RENT,0
153000,29,debt_consolidation,OWN,0
101000,19,other,RENT,1
60000,14,debt_consolidation,RENT,0
40000,7,credit_card,RENT,1
65000,12,debt_consolidation,MORTGAGE,1
111000,9,debt_consolidation,MORTGAGE,0
85000,14,other,RENT,1
160000,8,debt_consolidation,MORTGAGE,1
90000,9,debt_consolidation,MORTGAGE,0
30000,9,debt_consolidation,RENT,0
1e+05,6,debt_consolidation,MORTGAGE,1
30000,9,debt_consolidation,OWN,3
70000,7,debt_consolidation,MORTGAGE,0
84000,20,credit_card,MORTGAGE,0
99132,4,major_purchase,MORTGAGE,0
70000,14,credit_card,MORTGAGE,0
110000,13,debt_consolidation,OWN,1
67000,16,other,RENT,0
84000,17,major_purchase,MORTGAGE,0
70000,8,credit_card,MORTGAGE,0
45000,18,credit_card,RENT,0
33000,9,debt_consolidation,RENT,0
1e+05,15,debt_consolidation,RENT,1
130000,10,debt_consolidation,RENT,2
110000,8,debt_consolidation,RENT,0
41000,20,debt_consolidation,RENT,3
168000,18,other,MORTGAGE,3
84000,16,debt_consolidation,MORTGAGE,0
71250,5,debt_consolidation,MORTGAGE,1
40000,6,debt_consolidation,RENT,1
41147.6,11,debt_consolidation,RENT,0
125000,5,credit_card,RENT,1
75000,21,credit_card,MORTGAGE,0
41200,7,debt_consolidation,RENT,2
24000,13,other,OWN,0
133000,7,debt_consolidation,RENT,1
50000,12,debt_consolidation,RENT,1
51000,17,credit_card,RENT,1
150000,17,debt_consolidation,MORTGAGE,0
50000,5,home_improvement,RENT,0
46318,18,debt_consolidation,MORTGAGE,0
150000,15,credit_card,MORTGAGE,0
29700,7,debt_consolidation,RENT,0
44700,13,debt_consolidation,MORTGAGE,0
45000,12,moving,RENT,1
35000,5,debt_consolidation,RENT,0
67000,15,debt_consolidation,OWN,1
28000,6,debt_consolidation,RENT,0
27500,5,credit_card,OWN,1
120000,23,credit_card,MORTGAGE,0
45000,9,vacation,MORTGAGE,1
50000,7,debt_consolidation,RENT,0
135602,9,credit_card,MORTGAGE,0
68000,10,credit_card,RENT,4
62100,5,credit_card,RENT,0
98000,13,debt_consolidation,OWN,0
53000,11,debt_consolidation,MORTGAGE,0
65000,17,debt_consolidation,RENT,1
64500,10,debt_consolidation,MORTGAGE,0
80000,13,debt_consolidation,OWN,0
55000,14,debt_consolidation,MORTGAGE,0
180000,14,debt_consolidation,MORTGAGE,0
56000,6,debt_consolidation,MORTGAGE,0
55000,8,debt_consolidation,MORTGAGE,1
55000,10,debt_consolidation,MORTGAGE,0
96405,15,debt_consolidation,MORTGAGE,0
78312,9,credit_card,RENT,0
42000,10,credit_card,MORTGAGE,0
98000,13,debt_consolidation,RENT,0
60000,7,debt_consolidation,RENT,0
32500,3,credit_card,RENT,0
40000,4,debt_consolidation,RENT,0
65000,14,other,MORTGAGE,0
92000,4,major_purchase,RENT,0
96800,11,credit_card,MORTGAGE,2
36000,7,credit_card,MORTGAGE,1
51200,8,house,MORTGAGE,3
80000,14,major_purchase,MORTGAGE,2
40000,11,credit_card,MORTGAGE,0
70000,13,debt_consolidation,MORTGAGE,1
34455,8,debt_consolidation,RENT,2
89000,19,debt_consolidation,RENT,1
84984,8,debt_consolidation,RENT,0
105000,16,debt_consolidation,MORTGAGE,1
2e+05,12,credit_card,MORTGAGE,0
149000,14,credit_card,MORTGAGE,5
48000,8,major_purchase,RENT,2
46000,3,home_improvement,OWN,3
92500,13,home_improvement,MORTGAGE,2
95000,14,debt_consolidation,MORTGAGE,1
52000,7,debt_consolidation,OWN,0
90000,13,debt_consolidation,MORTGAGE,2
65000,17,credit_card,MORTGAGE,0
150000,14,credit_card,RENT,0
52000,9,debt_consolidation,RENT,1
66000,15,credit_card,MORTGAGE,1
54000,12,credit_card,RENT,0
70000,6,debt_consolidation,MORTGAGE,0
1e+05,7,debt_consolidation,RENT,1
89642,12,debt_consolidation,MORTGAGE,1
110000,19,credit_card,MORTGAGE,1
70000,9,credit_card,RENT,1
80000,12,debt_consolidation,MORTGAGE,1
74000,11,major_purchase,RENT,0
54000,19,home_improvement,MORTGAGE,0
136000,11,debt_consolidation,MORTGAGE,1
36000,8,car,RENT,3
39060,11,debt_consolidation,MORTGAGE,0
145000,10,debt_consolidation,MORTGAGE,0
350000,9,debt_consolidation,RENT,0
34840,6,debt_consolidation,RENT,1
32000,6,debt_consolidation,MORTGAGE,1
28500,7,car,RENT,5
2e+05,12,debt_consolidation,MORTGAGE,1
56000,4,home_improvement,RENT,1
38708,12,debt_consolidation,MORTGAGE,0
75000,6,other,MORTGAGE,1
46000,5,debt_consolidation,OWN,0
135000,13,debt_consolidation,RENT,1
75000,12,debt_consolidation,RENT,0
42000,6,debt_consolidation,RENT,0
62400,7,house,RENT,0
86000,20,debt_consolidation,RENT,0
51000,18,debt_consolidation,MORTGAGE,0
42000,9,small_business,RENT,0
54000,5,credit_card,MORTGAGE,0
75000,10,credit_card,OWN,0
75000,12,credit_card,MORTGAGE,0
54000,23,other,OWN,1
45000,6,credit_card,RENT,0
89000,16,debt_consolidation,RENT,0
60000,7,debt_consolidation,MORTGAGE,0
49000,7,debt_consolidation,MORTGAGE,1
1e+05,8,debt_consolidation,MORTGAGE,1
98000,7,home_improvement,MORTGAGE,0
110000,19,home_improvement,MORTGAGE,3
43000,16,credit_card,MORTGAGE,2
62000,13,credit_card,MORTGAGE,0
72000,9,home_improvement,MORTGAGE,0
1e+05,12,debt_consolidation,MORTGAGE,0
141600,9,debt_consolidation,MORTGAGE,5
36129,18,debt_consolidation,RENT,0
65000,33,credit_card,OWN,2
49000,7,debt_consolidation,MORTGAGE,0
55000,12,debt_consolidation,MORTGAGE,1
67500,9,credit_card,MORTGAGE,0
25000,5,debt_consolidation,RENT,0
92400,18,debt_consolidation,RENT,0
49500,12,debt_consolidation,MORTGAGE,0
450000,11,debt_consolidation,MORTGAGE,0
45000,23,debt_consolidation,RENT,0
95000,22,debt_consolidation,MORTGAGE,1
40000,16,credit_card,MORTGAGE,4
155000,7,debt_consolidation,MORTGAGE,0
24232,11,debt_consolidation,RENT,1
78000,6,credit_card,RENT,0
36000,19,credit_card,RENT,0
30000,8,debt_consolidation,RENT,0
110000,10,debt_consolidation,RENT,1
67000,10,credit_card,MORTGAGE,0
58000,5,debt_consolidation,MORTGAGE,1
72000,16,debt_consolidation,RENT,0
35000,6,debt_consolidation,RENT,0
180000,5,credit_card,RENT,0
68000,15,debt_consolidation,OWN,0
130000,18,debt_consolidation,MORTGAGE,0
87000,21,credit_card,MORTGAGE,1
80000,13,car,RENT,0
65000,16,credit_card,MORTGAGE,1
150000,11,home_improvement,MORTGAGE,0
120000,3,credit_card,RENT,3
95000,11,debt_consolidation,MORTGAGE,0
29000,12,home_improvement,MORTGAGE,3
20000,18,debt_consolidation,RENT,2
78000,11,debt_consolidation,RENT,0
30000,10,debt_consolidation,RENT,1
140000,8,debt_consolidation,MORTGAGE,0
71000,7,credit_card,OWN,1
41000,13,debt_consolidation,RENT,0
24000,4,debt_consolidation,RENT,0
50000,12,credit_card,RENT,0
43500,13,debt_consolidation,RENT,0
59000,13,credit_card,RENT,0
83000,7,debt_consolidation,RENT,0
52000,8,debt_consolidation,MORTGAGE,0
65750,16,credit_card,RENT,0
46000,9,other,MORTGAGE,2
97000,11,credit_card,RENT,0
69000,13,debt_consolidation,RENT,0
29000,8,other,RENT,0
55000,7,home_improvement,MORTGAGE,0
180000,15,credit_card,RENT,0
45000,9,other,MORTGAGE,0
60000,19,debt_consolidation,MORTGAGE,1
60000,17,credit_card,MORTGAGE,0
1440000,13,debt_consolidation,MORTGAGE,0
60000,11,debt_consolidation,MORTGAGE,1
71000,13,credit_card,MORTGAGE,1
80000,12,debt_consolidation,MORTGAGE,0
55000,12,vacation,MORTGAGE,0
67300,9,debt_consolidation,RENT,1
65000,7,debt_consolidation,RENT,2
72000,21,credit_card,RENT,0
48934,12,debt_consolidation,MORTGAGE,1
70000,9,debt_consolidation,MORTGAGE,0
120000,9,home_improvement,MORTGAGE,4
25000,8,debt_consolidation,RENT,0
60000,14,debt_consolidation,MORTGAGE,0
46000,7,debt_consolidation,OWN,0
57840,7,medical,MORTGAGE,1
65000,16,credit_card,MORTGAGE,1
23000,4,credit_card,RENT,0
104000,11,debt_consolidation,MORTGAGE,0
55000,16,debt_consolidation,MORTGAGE,0
27000,8,other,OWN,0
70000,19,debt_consolidation,RENT,2
30000,3,car,RENT,0
102000,11,home_improvement,OWN,0
1e+05,7,debt_consolidation,RENT,0
1e+05,6,credit_card,OWN,0
50000,10,debt_consolidation,RENT,0
91000,8,credit_card,MORTGAGE,1
52000,5,debt_consolidation,MORTGAGE,0
42500,12,major_purchase,RENT,1
67000,10,debt_consolidation,MORTGAGE,1
63000,11,debt_consolidation,RENT,0
28000,15,debt_consolidation,RENT,2
55200,8,credit_card,MORTGAGE,2
45000,13,debt_consolidation,RENT,1
56000,9,debt_consolidation,RENT,1
60000,6,debt_consolidation,RENT,2
128000,12,credit_card,MORTGAGE,1
110000,16,debt_consolidation,MORTGAGE,0
88000,11,debt_consolidation,RENT,0
75000,9,debt_consolidation,RENT,0
43000,12,debt_consolidation,RENT,0
19250,12,home_improvement,MORTGAGE,2
50000,13,credit_card,RENT,1
60000,20,debt_consolidation,MORTGAGE,0
36400,7,debt_consolidation,MORTGAGE,0
45000,9,debt_consolidation,OWN,0
50000,12,credit_card,MORTGAGE,0
66000,9,debt_consolidation,MORTGAGE,1
84000,26,credit_card,MORTGAGE,0
152000,16,credit_card,MORTGAGE,0
40000,13,other,RENT,1
86000,9,other,RENT,2
56000,6,credit_card,MORTGAGE,0
150000,14,small_business,MORTGAGE,2
195000,26,credit_card,MORTGAGE,1
90000,5,home_improvement,RENT,1
65000,13,credit_card,MORTGAGE,1
55000,14,debt_consolidation,RENT,0
50000,5,credit_card,RENT,0
103000,10,small_business,MORTGAGE,0
120000,14,major_purchase,RENT,5
50000,6,debt_consolidation,RENT,0
41300,9,debt_consolidation,MORTGAGE,0
44000,7,debt_consolidation,MORTGAGE,0
58500,13,other,OWN,2
73250,15,credit_card,RENT,3
30000,7,credit_card,RENT,0
72000,9,debt_consolidation,MORTGAGE,0
60000,20,credit_card,MORTGAGE,0
77000,18,debt_consolidation,MORTGAGE,0
75000,6,debt_consolidation,MORTGAGE,0
75000,5,credit_card,OWN,0
132000,15,credit_card,MORTGAGE,4
58500,12,debt_consolidation,MORTGAGE,0
50000,11,debt_consolidation,MORTGAGE,2
140000,22,debt_consolidation,RENT,3
41000,21,debt_consolidation,OWN,3
50918,12,debt_consolidation,OWN,0
62000,10,debt_consolidation,RENT,0
140000,6,debt_consolidation,MORTGAGE,0
98000,5,debt_consolidation,MORTGAGE,0
80000,15,credit_card,MORTGAGE,0
110000,20,moving,RENT,1
56000,10,credit_card,MORTGAGE,0
60000,11,debt_consolidation,MORTGAGE,0
140000,22,debt_consolidation,MORTGAGE,0
20800,6,other,RENT,1
35000,8,home_improvement,MORTGAGE,1
95000,13,credit_card,MORTGAGE,0
69000,14,debt_consolidation,OWN,0
390000,11,debt_consolidation,MORTGAGE,0
86000,22,debt_consolidation,MORTGAGE,1
59000,5,debt_consolidation,MORTGAGE,0
105000,10,debt_consolidation,MORTGAGE,0
97333,9,debt_consolidation,MORTGAGE,2
1e+05,9,debt_consolidation,RENT,0
60000,6,debt_consolidation,OWN,0
65000,15,debt_consolidation,MORTGAGE,1
78000,7,debt_consolidation,MORTGAGE,0
65000,16,debt_consolidation,OWN,1
45000,6,debt_consolidation,MORTGAGE,2
70000,8,credit_card,RENT,1
45000,14,debt_consolidation,RENT,0
110000,14,credit_card,MORTGAGE,0
66000,8,debt_consolidation,OWN,2
70000,10,debt_consolidation,RENT,1
32000,6,debt_consolidation,MORTGAGE,1
39811,13,debt_consolidation,RENT,0
88000,8,debt_consolidation,RENT,0
50000,13,debt_consolidation,RENT,1
48000,14,debt_consolidation,RENT,3
72500,12,credit_card,RENT,1
120000,24,debt_consolidation,OWN,0
79400,11,credit_card,MORTGAGE,4
141101,6,debt_consolidation,RENT,3
93600,10,home_improvement,MORTGAGE,0
80000,10,credit_card,MORTGAGE,0
12000,11,credit_card,RENT,0
65000,11,debt_consolidation,MORTGAGE,0
55000,12,debt_consolidation,RENT,2
50000,9,credit_card,RENT,0
62500,6,debt_consolidation,MORTGAGE,3
99000,7,medical,RENT,0
70000,15,credit_card,RENT,0
134000,13,credit_card,MORTGAGE,3
40000,13,credit_card,RENT,2
25340,12,other,RENT,2
150000,9,other,MORTGAGE,0
83000,14,debt_consolidation,MORTGAGE,2
235000,20,home_improvement,MORTGAGE,0
35000,6,vacation,RENT,0
60000,10,debt_consolidation,RENT,0
62000,27,credit_card,MORTGAGE,1
110000,15,debt_consolidation,MORTGAGE,1
98000,14,medical,RENT,0
46000,10,debt_consolidation,MORTGAGE,1
84000,12,home_improvement,MORTGAGE,0
115886,4,major_purchase,RENT,0
52000,20,debt_consolidation,RENT,3
50000,9,debt_consolidation,MORTGAGE,1
70000,21,credit_card,MORTGAGE,1
33360,14,credit_card,RENT,0
53000,15,debt_consolidation,MORTGAGE,3
104000,24,debt_consolidation,MORTGAGE,0
35588,11,debt_consolidation,OWN,0
89000,10,credit_card,MORTGAGE,0
76000,14,debt_consolidation,MORTGAGE,1
55016,18,other,OWN,0
45000,8,vacation,RENT,2
140000,11,debt_consolidation,MORTGAGE,5
97000,10,vacation,MORTGAGE,1
65000,6,debt_consolidation,RENT,0
25000,4,home_improvement,MORTGAGE,0
30000,18,debt_consolidation,RENT,0
54264,8,debt_consolidation,RENT,0
95420,16,debt_consolidation,MORTGAGE,1
